 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      10.0000  0.30400E-01  0.13600E-01  0.30400E-01  0.13600E-01 -0.48463E+00  0.28930E+00  0.12950E+00  0.28930E+00  0.12950E+00 -0.90637E+01 -0.34466E+03 -0.27783E+03 -0.41661E+02  0.00000E+00  0.00000E+00  0.15812E+03  0.00000E+00  0.28930E+00     52  0.00000E+00      0.000
      20.0000  0.15700E-01  0.71000E-02  0.15700E-01  0.71000E-02 -0.20110E+00  0.55410E+00  0.24830E+00  0.55410E+00  0.24830E+00 -0.12077E+02 -0.38618E+03 -0.31502E+03 -0.61319E+02  0.00000E+00  0.00000E+00  0.15472E+03  0.00000E+00  0.55410E+00     72  0.00000E+00      0.000
      30.0000  0.47000E-01  0.21000E-01  0.47000E-01  0.21000E-01 -0.11876E+00  0.89480E+00  0.40080E+00  0.89480E+00  0.40080E+00 -0.13624E+02 -0.54159E+03 -0.36583E+03 -0.76125E+02  0.00000E+00  0.00000E+00  0.15268E+03  0.00000E+00  0.89480E+00     92  0.00000E+00      0.000
      40.0000  0.34200E-01  0.15400E-01  0.34200E-01  0.15400E-01 -0.85146E-01  0.12680E+01  0.56800E+00  0.12680E+01  0.56800E+00 -0.14633E+02 -0.71976E+03 -0.43082E+03 -0.88724E+02  0.00000E+00  0.00000E+00  0.15113E+03  0.00000E+00  0.12680E+01    112  0.00000E+00      0.000
      50.0000  0.33400E-01  0.15000E-01  0.33400E-01  0.15000E-01 -0.62048E-01  0.16307E+01  0.74410E+00  0.16307E+01  0.74410E+00 -0.15341E+02 -0.11111E+04 -0.51049E+03 -0.99717E+02  0.00000E+00  0.00000E+00  0.14988E+03  0.30000E-01  0.16607E+01    132  0.00000E+00      0.000
      60.0000 -0.75780E+00  0.54000E-02 -0.75780E+00  0.54000E-02 -0.51053E-01  0.10218E+01  0.86540E+00  0.10218E+01  0.86540E+00 -0.15904E+02 -0.17836E+03 -0.47771E+03 -0.10878E+03  0.00000E+00  0.00000E+00  0.14981E+03  0.91000E+00  0.19318E+01    237  0.00000E+00      0.000
      70.0000  0.20700E-01  0.93000E-02  0.20700E-01  0.93000E-02 -0.41066E-01  0.94270E+00  0.95090E+00  0.94270E+00  0.95090E+00 -0.16361E+02 -0.48887E+03 -0.48511E+03 -0.11700E+03  0.00000E+00  0.00000E+00  0.14934E+03  0.11800E+01  0.21227E+01    279  0.00000E+00      0.000
      80.0000  0.38400E-01  0.71400E-01  0.38400E-01  0.71400E-01 -0.34059E-01  0.13104E+01  0.13770E+01  0.13104E+01  0.13770E+01 -0.16730E+02 -0.11047E+04 -0.60410E+03 -0.12570E+03  0.00000E+00  0.00000E+00  0.14821E+03  0.12000E+01  0.25104E+01    299  0.00000E+00      0.000
      90.0000  0.20600E-01  0.19120E+00  0.20600E-01  0.19120E+00 -0.29560E-01  0.16458E+01  0.28919E+01  0.16458E+01  0.28919E+01 -0.17046E+02 -0.17112E+05 -0.96478E+03 -0.13405E+03  0.00000E+00  0.00000E+00  0.14611E+03  0.12000E+01  0.28458E+01    319  0.00000E+00      0.000
     100.0000 -0.79855E+01  0.23320E+00 -0.79855E+01  0.23320E+00 -0.25868E-01 -0.61952E+01  0.47746E+01 -0.62504E+01  0.47746E+01 -0.17322E+02 -0.29889E+02 -0.81030E+03 -0.14092E+03  0.00000E+00  0.00000E+00  0.15188E+03  0.92000E+01  0.29496E+01    444  0.00000E+00      0.000
     110.0000  0.18700E-01  0.45900E+00  0.18700E-01  0.45900E+00 -0.22682E-01 -0.62993E+01  0.73686E+01 -0.63545E+01  0.73686E+01 -0.17563E+02 -0.27639E+03 -0.83429E+03 -0.14683E+03  0.00000E+00  0.00000E+00  0.14927E+03  0.94200E+01  0.30655E+01    535  0.00000E+00      0.000
     120.0000 -0.79733E+01  0.44130E+00 -0.79733E+01  0.44130E+00 -0.19858E-01 -0.14702E+02  0.11064E+02 -0.14757E+02  0.11064E+02 -0.17775E+02 -0.27451E+02 -0.12627E+04 -0.15221E+03  0.00000E+00  0.00000E+00  0.15375E+03  0.17990E+02  0.32330E+01    640  0.00000E+00      0.000
     130.0000  0.47100E-01  0.60990E+00  0.47100E-01  0.60990E+00 -0.18396E-01 -0.15429E+02  0.15379E+02 -0.15484E+02  0.15379E+02 -0.17966E+02 -0.20395E+03 -0.17964E+04 -0.15846E+03  0.00000E+00  0.00000E+00  0.15008E+03  0.19030E+02  0.35455E+01    728  0.00000E+00      0.000
     140.0000 -0.79416E+01  0.62960E+00 -0.79416E+01  0.62960E+00 -0.16947E-01 -0.23043E+02  0.20349E+02 -0.23098E+02  0.20349E+02 -0.18143E+02 -0.27598E+02 -0.31777E+04 -0.16466E+03  0.00000E+00  0.00000E+00  0.15247E+03  0.27070E+02  0.39719E+01    807  0.00000E+00      0.000
     150.0000  0.95300E-01  0.62700E+00  0.95300E-01  0.62700E+00 -0.15549E-01 -0.24186E+02  0.25601E+02 -0.24241E+02  0.25601E+02 -0.18305E+02 -0.21511E+03 -0.44001E+04 -0.17064E+03  0.00000E+00  0.00000E+00  0.14831E+03  0.28780E+02  0.45387E+01    870  0.00000E+00      0.000
     160.0000  0.20270E+00  0.00000E+00  0.20270E+00  0.00000E+00 -0.14224E-01 -0.26755E+02  0.27487E+02 -0.27550E+02  0.27487E+02 -0.18453E+02 -0.12067E+03 -0.10834E+03 -0.17631E+03  0.00000E+00  0.00000E+00  0.14937E+03  0.33960E+02  0.64100E+01    970  0.00000E+00      0.000
     170.0000  0.26170E+00  0.58000E-02  0.26170E+00  0.58000E-02 -0.12988E-01 -0.24473E+02  0.27510E+02 -0.25268E+02  0.27510E+02 -0.18589E+02 -0.88697E+03 -0.44438E+03 -0.18159E+03  0.00000E+00  0.00000E+00  0.14693E+03  0.33970E+02  0.87017E+01    992  0.00000E+00      0.000
     180.0000 -0.49777E+01  0.33000E-02 -0.49777E+01  0.33000E-02 -0.11865E-01 -0.43870E+02  0.27568E+02 -0.44665E+02  0.27568E+02 -0.18713E+02 -0.31690E+02 -0.30536E+02 -0.18640E+03  0.00000E+00  0.00000E+00  0.16614E+03  0.55010E+02  0.10345E+02   1207  0.00000E+00      0.000
     190.0000 -0.98180E+00  0.10000E-01 -0.98180E+00  0.10000E-01 -0.10857E-01 -0.45067E+02  0.27709E+02 -0.45862E+02  0.27709E+02 -0.18827E+02 -0.72010E+02 -0.70662E+02 -0.19071E+03  0.00000E+00  0.00000E+00  0.16709E+03  0.57960E+02  0.12098E+02   1387  0.00000E+00      0.000
     200.0000 -0.18300E+00  0.48100E-01 -0.18300E+00  0.48100E-01 -0.10230E-01 -0.44017E+02  0.28391E+02 -0.44812E+02  0.28391E+02 -0.18932E+02 -0.14061E+03 -0.12482E+03 -0.19556E+03  0.00000E+00  0.00000E+00  0.16526E+03  0.59090E+02  0.14279E+02   1475  0.00000E+00      0.000
     210.0000  0.12810E+00  0.26270E+00  0.12810E+00  0.26270E+00 -0.97447E-02 -0.43426E+02  0.30029E+02 -0.44221E+02  0.30029E+02 -0.19031E+02 -0.32199E+03 -0.18377E+03 -0.20043E+03  0.00000E+00  0.00000E+00  0.16307E+03  0.59730E+02  0.15509E+02   1540  0.00000E+00      0.000
     220.0000  0.61800E-01  0.25060E+00  0.61800E-01  0.25060E+00 -0.92725E-02 -0.43761E+02  0.33281E+02 -0.44556E+02  0.33281E+02 -0.19126E+02 -0.66105E+03 -0.30857E+03 -0.20516E+03  0.00000E+00  0.00000E+00  0.16018E+03  0.61140E+02  0.16584E+02   1607  0.00000E+00      0.000
     230.0000 -0.79800E-01  0.13480E+00 -0.79800E-01  0.13480E+00 -0.88165E-02 -0.44244E+02  0.36489E+02 -0.45250E+02  0.36489E+02 -0.19217E+02 -0.39753E+03 -0.51837E+03 -0.20973E+03  0.00000E+00  0.00000E+00  0.15767E+03  0.62380E+02  0.17130E+02   1718  0.00000E+00      0.000
     240.0000  0.71300E-01  0.30820E+00  0.71300E-01  0.30820E+00 -0.83775E-02 -0.45285E+02  0.38566E+02 -0.46292E+02  0.38566E+02 -0.19303E+02 -0.45678E+03 -0.59966E+03 -0.21413E+03  0.00000E+00  0.00000E+00  0.15661E+03  0.63890E+02  0.17598E+02   1851  0.00000E+00      0.000
     250.0000  0.72300E-01  0.31050E+00  0.72300E-01  0.31050E+00 -0.79565E-02 -0.51564E+02  0.41322E+02 -0.52570E+02  0.41322E+02 -0.19384E+02 -0.25979E+03 -0.25082E+03 -0.21835E+03  0.00000E+00  0.00000E+00  0.15998E+03  0.70810E+02  0.18240E+02   1992  0.00000E+00      0.000
     260.0000  0.16900E-01  0.17230E+00  0.16900E-01  0.17230E+00 -0.75533E-02 -0.52285E+02  0.43601E+02 -0.53292E+02  0.43601E+02 -0.19462E+02 -0.38476E+03 -0.30614E+03 -0.22239E+03  0.00000E+00  0.00000E+00  0.15830E+03  0.72100E+02  0.18808E+02   2035  0.00000E+00      0.000
     270.0000  0.46100E-01  0.16650E+00  0.46100E-01  0.16650E+00 -0.71676E-02 -0.51898E+02  0.45215E+02 -0.52905E+02  0.45215E+02 -0.19535E+02 -0.11255E+04 -0.44173E+03 -0.22625E+03  0.00000E+00  0.00000E+00  0.15619E+03  0.72160E+02  0.19255E+02   2076  0.00000E+00      0.000
     280.0000  0.15760E+00  0.00000E+00  0.29035E-01  0.00000E+00 -0.67000E-02 -0.50938E+02  0.45845E+02 -0.52425E+02  0.45845E+02 -0.19604E+02 -0.10000E+06 -0.34862E+04 -0.23094E+03  0.00000E+00  0.00000E+00  0.15493E+03  0.72160E+02  0.19735E+02   2102  0.00000E+00      0.000
     290.0000  0.15380E+00  0.73000E-02  0.18296E-01  0.73000E-02 -0.63397E-02 -0.49505E+02  0.45865E+02 -0.52193E+02  0.45865E+02 -0.19669E+02 -0.10000E+06 -0.21262E+04 -0.23455E+03  0.00000E+00  0.00000E+00  0.15462E+03  0.72160E+02  0.19968E+02   2122  0.00000E+00      0.000
     300.0000  0.66600E-01  0.88000E-02  0.30316E-01  0.88000E-02 -0.60021E-02 -0.49267E+02  0.45947E+02 -0.52197E+02  0.45947E+02 -0.19731E+02 -0.10000E+06 -0.14076E+04 -0.23793E+03  0.00000E+00  0.00000E+00  0.15448E+03  0.72830E+02  0.20634E+02   2192  0.00000E+00      0.000
     310.0000  0.47900E-01  0.10600E-01  0.47900E-01  0.10600E-01 -0.56803E-02 -0.52688E+02  0.46079E+02 -0.56134E+02  0.46079E+02 -0.19789E+02 -0.15578E+03 -0.19134E+03 -0.24116E+03  0.00000E+00  0.00000E+00  0.15823E+03  0.77010E+02  0.20876E+02   2293  0.00000E+00      0.000
     320.0000  0.39300E-01  0.12600E-01  0.39300E-01  0.12600E-01 -0.54670E-02 -0.52298E+02  0.46221E+02 -0.55744E+02  0.46221E+02 -0.19845E+02 -0.36104E+03 -0.29415E+03 -0.24507E+03  0.00000E+00  0.00000E+00  0.15764E+03  0.77130E+02  0.21386E+02   2335  0.00000E+00      0.000
     330.0000  0.61000E-01  0.26000E-01  0.61000E-01  0.26000E-01 -0.53001E-02 -0.59795E+02  0.46412E+02 -0.63241E+02  0.46412E+02 -0.19899E+02 -0.12704E+03 -0.94694E+02 -0.24903E+03  0.00000E+00  0.00000E+00  0.16490E+03  0.85130E+02  0.21889E+02   2429  0.00000E+00      0.000
     340.0000  0.35500E-01  0.15900E-01  0.35500E-01  0.15900E-01 -0.51322E-02 -0.59675E+02  0.46618E+02 -0.63120E+02  0.46618E+02 -0.19951E+02 -0.15834E+03 -0.12135E+03 -0.25303E+03  0.00000E+00  0.00000E+00  0.16452E+03  0.85470E+02  0.22350E+02   2470  0.00000E+00      0.000
     350.0000  0.42300E-01  0.18900E-01  0.42300E-01  0.18900E-01 -0.49672E-02 -0.59372E+02  0.46754E+02 -0.62818E+02  0.46754E+02 -0.20001E+02 -0.18399E+03 -0.14348E+03 -0.25695E+03  0.00000E+00  0.00000E+00  0.16404E+03  0.85470E+02  0.22652E+02   2490  0.00000E+00      0.000
     360.0000  0.13300E-01  0.59000E-02  0.13300E-01  0.59000E-02 -0.48047E-02 -0.59979E+02  0.46823E+02 -0.63424E+02  0.46823E+02 -0.20050E+02 -0.16470E+03 -0.13501E+03 -0.26081E+03  0.00000E+00  0.00000E+00  0.16452E+03  0.86230E+02  0.22806E+02   2593  0.00000E+00      0.000
     370.0000  0.14900E-01  0.67000E-02  0.14900E-01  0.67000E-02 -0.46468E-02 -0.59998E+02  0.46881E+02 -0.63444E+02  0.46881E+02 -0.20097E+02 -0.17895E+03 -0.14542E+03 -0.26456E+03  0.00000E+00  0.00000E+00  0.16444E+03  0.86380E+02  0.22936E+02   2634  0.00000E+00      0.000
     380.0000  0.17400E-01  0.78000E-02  0.17400E-01  0.78000E-02 -0.44931E-02 -0.60007E+02  0.46935E+02 -0.63452E+02  0.46935E+02 -0.20143E+02 -0.19288E+03 -0.15455E+03 -0.26822E+03  0.00000E+00  0.00000E+00  0.16435E+03  0.86510E+02  0.23058E+02   2695  0.00000E+00      0.000
     390.0000 -0.90000E-02  0.50000E-02 -0.89997E-02  0.50000E-02 -0.43445E-02 -0.60326E+02  0.46999E+02 -0.63772E+02  0.46999E+02 -0.20187E+02 -0.17306E+03 -0.15283E+03 -0.27175E+03  0.00000E+00  0.00000E+00  0.16456E+03  0.86970E+02  0.23198E+02   2775  0.00000E+00      0.000
     400.0000 -0.16700E-01  0.59000E-02 -0.16700E-01  0.59000E-02 -0.42006E-02 -0.60536E+02  0.47048E+02 -0.63982E+02  0.47048E+02 -0.20230E+02 -0.18670E+03 -0.15476E+03 -0.27517E+03  0.00000E+00  0.00000E+00  0.16468E+03  0.87290E+02  0.23308E+02   2858  0.00000E+00      0.000
     410.0000  0.13000E-01  0.58000E-02  0.13000E-01  0.58000E-02 -0.40617E-02 -0.60744E+02  0.47107E+02 -0.64190E+02  0.47107E+02 -0.20271E+02 -0.19006E+03 -0.15684E+03 -0.27847E+03  0.00000E+00  0.00000E+00  0.16479E+03  0.87630E+02  0.23440E+02   2920  0.00000E+00      0.000
     420.0000  0.14400E-01  0.64000E-02  0.14400E-01  0.64000E-02 -0.39275E-02 -0.60703E+02  0.47193E+02 -0.64148E+02  0.47193E+02 -0.20311E+02 -0.21052E+03 -0.16682E+03 -0.28166E+03  0.00000E+00  0.00000E+00  0.16462E+03  0.87780E+02  0.23632E+02   2981  0.00000E+00      0.000
     430.0000  0.42300E-01  0.18900E-01  0.42300E-01  0.18900E-01 -0.37982E-02 -0.60449E+02  0.47387E+02 -0.63894E+02  0.47387E+02 -0.20350E+02 -0.25155E+03 -0.18558E+03 -0.28474E+03  0.00000E+00  0.00000E+00  0.16414E+03  0.87960E+02  0.24066E+02   3023  0.00000E+00      0.000
     440.0000  0.28400E-01  0.12800E-01  0.28400E-01  0.12800E-01 -0.36733E-02 -0.60191E+02  0.47584E+02 -0.63637E+02  0.47584E+02 -0.20387E+02 -0.27828E+03 -0.20172E+03 -0.28770E+03  0.00000E+00  0.00000E+00  0.16365E+03  0.88140E+02  0.24503E+02   3064  0.00000E+00      0.000
     450.0000  0.54200E-01  0.14390E+00  0.54200E-01  0.14390E+00 -0.35530E-02 -0.59853E+02  0.48235E+02 -0.63298E+02  0.48235E+02 -0.20423E+02 -0.36560E+03 -0.23352E+03 -0.29056E+03  0.00000E+00  0.00000E+00  0.16269E+03  0.88140E+02  0.24842E+02   3084  0.00000E+00      0.000
     460.0000  0.15700E-01  0.15570E+00  0.15700E-01  0.15570E+00 -0.34369E-02 -0.59665E+02  0.49791E+02 -0.63111E+02  0.49791E+02 -0.20458E+02 -0.50416E+03 -0.30661E+03 -0.29333E+03  0.00000E+00  0.00000E+00  0.16090E+03  0.88170E+02  0.25060E+02   3125  0.00000E+00      0.000
     470.0000  0.12900E-01  0.28270E+00  0.12900E-01  0.28270E+00 -0.33249E-02 -0.67520E+02  0.52095E+02 -0.70966E+02  0.52095E+02 -0.20492E+02 -0.13788E+03 -0.16739E+03 -0.29599E+03  0.00000E+00  0.00000E+00  0.16644E+03  0.96170E+02  0.25204E+02   3232  0.00000E+00      0.000
     480.0000 -0.71900E-01  0.20750E+00 -0.71900E-01  0.20750E+00 -0.32168E-02 -0.67477E+02  0.55087E+02 -0.70923E+02  0.55087E+02 -0.20524E+02 -0.20808E+03 -0.21677E+03 -0.29856E+03  0.00000E+00  0.00000E+00  0.16337E+03  0.96250E+02  0.25327E+02   3272  0.00000E+00      0.000
     490.0000  0.31600E-01  0.45420E+00  0.31600E-01  0.45420E+00 -0.31125E-02 -0.75249E+02  0.59607E+02 -0.78694E+02  0.59607E+02 -0.20556E+02 -0.12492E+03 -0.20506E+03 -0.30104E+03  0.00000E+00  0.00000E+00  0.16672E+03  0.10428E+03  0.25586E+02   3364  0.00000E+00      0.000
     500.0000  0.49700E-01  0.59770E+00  0.49700E-01  0.59770E+00 -0.30119E-02 -0.75189E+02  0.64035E+02 -0.78635E+02  0.64035E+02 -0.20587E+02 -0.21441E+03 -0.27454E+03 -0.30343E+03  0.00000E+00  0.00000E+00  0.16223E+03  0.10456E+03  0.25925E+02   3406  0.00000E+00      0.000
     510.0000  0.32000E-01  0.32010E+00  0.32000E-01  0.32010E+00 -0.29181E-02 -0.82768E+02  0.68672E+02 -0.86213E+02  0.68672E+02 -0.20616E+02 -0.12130E+03 -0.31572E+03 -0.30605E+03  0.00000E+00  0.00000E+00  0.16511E+03  0.11256E+03  0.26347E+02   3501  0.00000E+00      0.000
     520.0000  0.23600E+00  0.32620E+00  0.23600E+00  0.32620E+00 -0.28660E-02 -0.82167E+02  0.72556E+02 -0.85613E+02  0.72556E+02 -0.20645E+02 -0.36193E+03 -0.37512E+03 -0.30902E+03  0.00000E+00  0.00000E+00  0.16044E+03  0.11286E+03  0.27247E+02   3562  0.00000E+00      0.000
     530.0000  0.49840E+00  0.27000E-02  0.11349E+00  0.27000E-02 -0.28143E-02 -0.78025E+02  0.73006E+02 -0.83622E+02  0.73006E+02 -0.20674E+02 -0.10000E+06 -0.42312E+04 -0.31196E+03  0.00000E+00  0.00000E+00  0.15788E+03  0.11356E+03  0.29939E+02   3624  0.00000E+00      0.000
     540.0000  0.16610E+00  0.55000E-02  0.16610E+00  0.55000E-02 -0.27628E-02 -0.84809E+02  0.73058E+02 -0.91984E+02  0.73058E+02 -0.20701E+02 -0.11076E+03 -0.10120E+03 -0.31489E+03  0.00000E+00  0.00000E+00  0.16617E+03  0.12322E+03  0.31236E+02   3758  0.00000E+00      0.000
     550.0000  0.20260E+00  0.14600E-01  0.20260E+00  0.14600E-01 -0.27112E-02 -0.82883E+02  0.73176E+02 -0.90058E+02  0.73176E+02 -0.20729E+02 -0.23167E+03 -0.18154E+03 -0.31783E+03  0.00000E+00  0.00000E+00  0.16410E+03  0.12360E+03  0.33542E+02   3801  0.00000E+00      0.000
     560.0000  0.26600E+00  0.69300E-01  0.26600E+00  0.69300E-01 -0.26595E-02 -0.81892E+02  0.73506E+02 -0.89067E+02  0.73506E+02 -0.20756E+02 -0.72880E+03 -0.26215E+03 -0.32078E+03  0.00000E+00  0.00000E+00  0.16279E+03  0.12482E+03  0.35753E+02   3863  0.00000E+00      0.000
     570.0000 -0.22980E+00  0.18920E+00 -0.22980E+00  0.18920E+00 -0.26084E-02 -0.88772E+02  0.74883E+02 -0.96296E+02  0.74883E+02 -0.20782E+02 -0.10512E+03 -0.86278E+02 -0.32369E+03  0.00000E+00  0.00000E+00  0.16864E+03  0.13425E+03  0.37955E+02   4006  0.00000E+00      0.000
     580.0000  0.14330E+00  0.39180E+00  0.14330E+00  0.39180E+00 -0.25581E-02 -0.90054E+02  0.77278E+02 -0.97578E+02  0.77278E+02 -0.20808E+02 -0.17109E+03 -0.11436E+03 -0.32655E+03  0.00000E+00  0.00000E+00  0.16764E+03  0.13683E+03  0.39252E+02   4110  0.00000E+00      0.000
     590.0000  0.12030E+00  0.50670E+00  0.12030E+00  0.50670E+00 -0.25082E-02 -0.94745E+02  0.81215E+02 -0.10227E+03  0.81215E+02 -0.20833E+02 -0.17900E+03 -0.11451E+03 -0.32939E+03  0.00000E+00  0.00000E+00  0.16844E+03  0.14257E+03  0.40301E+02   4217  0.00000E+00      0.000
     600.0000  0.11220E+00  0.50380E+00  0.11220E+00  0.50380E+00 -0.24587E-02 -0.94231E+02  0.84335E+02 -0.10175E+03  0.84335E+02 -0.20858E+02 -0.45842E+03 -0.22596E+03 -0.33221E+03  0.00000E+00  0.00000E+00  0.16482E+03  0.14276E+03  0.41005E+02   4258  0.00000E+00      0.000
     610.0000 -0.13338E+01  0.11240E+00 -0.13338E+01  0.11240E+00 -0.24096E-02 -0.96916E+02  0.87188E+02 -0.10444E+03  0.87188E+02 -0.20882E+02 -0.10844E+03 -0.23690E+03 -0.33500E+03  0.00000E+00  0.00000E+00  0.16452E+03  0.14610E+03  0.41660E+02   4370  0.00000E+00      0.000
     620.0000  0.70500E-01  0.28750E+00  0.70500E-01  0.28750E+00 -0.23613E-02 -0.97059E+02  0.89804E+02 -0.10458E+03  0.89804E+02 -0.20906E+02 -0.76156E+03 -0.32990E+03 -0.33775E+03  0.00000E+00  0.00000E+00  0.16209E+03  0.14686E+03  0.42277E+02   4412  0.00000E+00      0.000
     630.0000 -0.58900E-01  0.29260E+00 -0.58900E-01  0.29260E+00 -0.23139E-02 -0.96697E+02  0.92207E+02 -0.10423E+03  0.92207E+02 -0.20930E+02 -0.12934E+04 -0.65418E+03 -0.34045E+03  0.00000E+00  0.00000E+00  0.15930E+03  0.14714E+03  0.42907E+02   4494  0.00000E+00      0.000
     640.0000  0.34400E-01  0.12430E+00  0.18495E-02  0.12430E+00 -0.22670E-02 -0.96192E+02  0.94030E+02 -0.10408E+03  0.94030E+02 -0.20952E+02 -0.10000E+06 -0.59345E+03 -0.34312E+03  0.00000E+00  0.00000E+00  0.15724E+03  0.14714E+03  0.43065E+02   4516  0.00000E+00      0.000
     650.0000  0.13760E+00  0.00000E+00  0.87610E-01  0.00000E+00 -0.22107E-02 -0.95534E+02  0.94077E+02 -0.10430E+03  0.94077E+02 -0.20975E+02 -0.10000E+06 -0.24251E+04 -0.34633E+03  0.00000E+00  0.00000E+00  0.15739E+03  0.14804E+03  0.43739E+02   4612  0.00000E+00      0.000
     660.0000  0.10440E+00  0.84000E-02  0.10440E+00  0.84000E-02 -0.21643E-02 -0.95360E+02  0.94126E+02 -0.10496E+03  0.94126E+02 -0.20997E+02 -0.70401E+03 -0.11737E+04 -0.34897E+03  0.00000E+00  0.00000E+00  0.15798E+03  0.14910E+03  0.44141E+02   4692  0.00000E+00      0.000
     670.0000  0.62600E-01  0.10400E-01  0.82926E-02  0.10400E-01 -0.21191E-02 -0.94036E+02  0.94292E+02 -0.10447E+03  0.94292E+02 -0.21018E+02 -0.10000E+06 -0.23159E+04 -0.35155E+03  0.00000E+00  0.00000E+00  0.15731E+03  0.14910E+03  0.44628E+02   4714  0.00000E+00      0.000
     680.0000  0.44000E-01  0.11500E-01  0.44000E-01  0.11500E-01 -0.20746E-02 -0.95130E+02  0.94385E+02 -0.10572E+03  0.94385E+02 -0.21039E+02 -0.69176E+03 -0.83099E+03 -0.35408E+03  0.00000E+00  0.00000E+00  0.15844E+03  0.15063E+03  0.44909E+02   4796  0.00000E+00      0.000
     690.0000 -0.78757E+01  0.44900E-01 -0.78757E+01  0.44900E-01 -0.20310E-02 -0.10245E+03  0.94607E+02 -0.11310E+03  0.94607E+02 -0.21060E+02 -0.29235E+02 -0.27915E+03 -0.35656E+03  0.00000E+00  0.00000E+00  0.16559E+03  0.15863E+03  0.45531E+02   4912  0.00000E+00      0.000
     700.0000  0.68000E-01  0.30500E-01  0.68000E-01  0.30500E-01 -0.19882E-02 -0.10195E+03  0.94814E+02 -0.11260E+03  0.94814E+02 -0.21080E+02 -0.21060E+03 -0.16620E+03 -0.35900E+03  0.00000E+00  0.00000E+00  0.16486E+03  0.15863E+03  0.46028E+02   4963  0.00000E+00      0.000
     710.0000  0.14900E-01  0.67000E-02  0.14900E-01  0.67000E-02 -0.19463E-02 -0.10168E+03  0.94934E+02 -0.11234E+03  0.94934E+02 -0.21099E+02 -0.23431E+03 -0.19523E+03 -0.36138E+03  0.00000E+00  0.00000E+00  0.16445E+03  0.15863E+03  0.46295E+02   4983  0.00000E+00      0.000
     720.0000  0.34800E-01  0.15600E-01  0.34800E-01  0.15600E-01 -0.19054E-02 -0.10135E+03  0.95083E+02 -0.11200E+03  0.95083E+02 -0.21119E+02 -0.27809E+03 -0.22424E+03 -0.36371E+03  0.00000E+00  0.00000E+00  0.16395E+03  0.15863E+03  0.46627E+02   5003  0.00000E+00      0.000
     730.0000  0.21800E-01  0.98000E-02  0.21800E-01  0.98000E-02 -0.18652E-02 -0.10114E+03  0.95177E+02 -0.11179E+03  0.95177E+02 -0.21137E+02 -0.30562E+03 -0.24555E+03 -0.36600E+03  0.00000E+00  0.00000E+00  0.16362E+03  0.15863E+03  0.46838E+02   5023  0.00000E+00      0.000
     740.0000  0.83000E-02  0.37000E-02  0.83000E-02  0.37000E-02 -0.18259E-02 -0.10085E+03  0.95305E+02 -0.11151E+03  0.95305E+02 -0.21156E+02 -0.33401E+03 -0.27192E+03 -0.36823E+03  0.00000E+00  0.00000E+00  0.16319E+03  0.15863E+03  0.47124E+02   5043  0.00000E+00      0.000
     750.0000  0.13300E-01  0.59000E-02  0.13300E-01  0.59000E-02 -0.17876E-02 -0.10077E+03  0.95365E+02 -0.11142E+03  0.95365E+02 -0.21174E+02 -0.33573E+03 -0.28213E+03 -0.37042E+03  0.00000E+00  0.00000E+00  0.16303E+03  0.15868E+03  0.47258E+02   5084  0.00000E+00      0.000
     760.0000  0.32600E-01  0.14600E-01  0.32600E-01  0.14600E-01 -0.17501E-02 -0.10139E+03  0.95431E+02 -0.11204E+03  0.95431E+02 -0.21192E+02 -0.28636E+03 -0.25110E+03 -0.37255E+03  0.00000E+00  0.00000E+00  0.16357E+03  0.15945E+03  0.47406E+02   5146  0.00000E+00      0.000
     767.0000  0.16600E-01  0.74000E-02  0.16600E-01  0.74000E-02 -0.17244E-02 -0.10165E+03  0.95482E+02 -0.11230E+03  0.95482E+02 -0.21204E+02 -0.26102E+03 -0.24246E+03 -0.37402E+03  0.00000E+00  0.00000E+00  0.16377E+03  0.15982E+03  0.47518E+02   5201  0.00000E+00      0.000
     770.0000  0.14100E-01  0.63000E-02  0.14100E-01  0.63000E-02 -0.17134E-02 -0.10160E+03  0.95504E+02 -0.11225E+03  0.95504E+02 -0.21209E+02 -0.28246E+03 -0.24749E+03 -0.37464E+03  0.00000E+00  0.00000E+00  0.16369E+03  0.15982E+03  0.47569E+02   5207  0.00000E+00      0.000
     780.0000  0.22100E-01  0.99000E-02  0.22100E-01  0.99000E-02 -0.16776E-02 -0.10153E+03  0.95612E+02 -0.11218E+03  0.95612E+02 -0.21226E+02 -0.32063E+03 -0.26033E+03 -0.37668E+03  0.00000E+00  0.00000E+00  0.16349E+03  0.15999E+03  0.47809E+02   5248  0.00000E+00      0.000
