 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

    5790.0000  0.11050E+00  0.25600E-01  0.10631E-01  0.25600E-01 -0.82854E-01 -0.94754E+03  0.73114E+03 -0.99094E+03  0.73113E+03 -0.24654E+03 -0.10000E+06 -0.25485E+04 -0.89593E+02  0.00000E+00  0.00000E+00  0.18487E+03  0.13893E+04  0.39831E+03  45571  0.00000E+00      0.000
    5800.0000  0.44900E-01  0.14800E-01  0.41147E-02  0.14800E-01 -0.77180E-01 -0.94686E+03  0.73133E+03 -0.99088E+03  0.73132E+03 -0.24734E+03 -0.10000E+06 -0.28099E+04 -0.91721E+02  0.00000E+00  0.00000E+00  0.18381E+03  0.13893E+04  0.39837E+03  45591  0.00000E+00      0.000
    5810.0000  0.17000E-01  0.74000E-02  0.17000E-01  0.74000E-02 -0.69928E-01 -0.95513E+03  0.73143E+03 -0.99920E+03  0.73142E+03 -0.24808E+03 -0.18736E+03 -0.16432E+03 -0.94441E+02  0.00000E+00  0.00000E+00  0.19128E+03  0.13979E+04  0.39859E+03  45792  0.00000E+00      0.000
    5820.0000  0.14300E-01  0.64000E-02  0.14300E-01  0.64000E-02 -0.64644E-01 -0.95477E+03  0.73159E+03 -0.99884E+03  0.73158E+03 -0.24874E+03 -0.24971E+03 -0.20584E+03 -0.97586E+02  0.00000E+00  0.00000E+00  0.19010E+03  0.13979E+04  0.39895E+03  45812  0.00000E+00      0.000
    5830.0000 -0.23140E+00  0.38000E-02 -0.23140E+00  0.38000E-02 -0.61457E-01 -0.95527E+03  0.73169E+03 -0.99934E+03  0.73168E+03 -0.24937E+03 -0.17615E+03 -0.19572E+03 -0.10021E+03  0.00000E+00  0.00000E+00  0.18987E+03  0.13986E+04  0.39916E+03  45914  0.00000E+00      0.000
    5840.0000 -0.22300E-01  0.35000E-02 -0.22300E-01  0.35000E-02 -0.58666E-01 -0.95510E+03  0.73178E+03 -0.99917E+03  0.73177E+03 -0.24997E+03 -0.24368E+03 -0.21567E+03 -0.10251E+03  0.00000E+00  0.00000E+00  0.18901E+03  0.13986E+04  0.39936E+03  45955  0.00000E+00      0.000
    5850.0000  0.77000E-02  0.35000E-02  0.77001E-02  0.35000E-02 -0.56002E-01 -0.95543E+03  0.73182E+03 -0.99949E+03  0.73180E+03 -0.25055E+03 -0.23766E+03 -0.20887E+03 -0.10471E+03  0.00000E+00  0.00000E+00  0.18873E+03  0.13990E+04  0.39945E+03  46037  0.00000E+00      0.000
    5860.0000  0.52800E-01  0.23600E-01  0.52800E-01  0.23600E-01 -0.53363E-01 -0.95525E+03  0.73191E+03 -0.99932E+03  0.73190E+03 -0.25109E+03 -0.28755E+03 -0.22724E+03 -0.10688E+03  0.00000E+00  0.00000E+00  0.18792E+03  0.13990E+04  0.39966E+03  46057  0.00000E+00      0.000
    5870.0000  0.31200E-01  0.14000E-01  0.31200E-01  0.14000E-01 -0.50707E-01 -0.95495E+03  0.73204E+03 -0.99902E+03  0.73203E+03 -0.25161E+03 -0.33182E+03 -0.25417E+03 -0.10907E+03  0.00000E+00  0.00000E+00  0.18696E+03  0.13990E+04  0.39995E+03  46077  0.00000E+00      0.000
    5880.0000  0.30100E-01  0.13500E-01  0.30100E-01  0.13500E-01 -0.48029E-01 -0.95460E+03  0.73220E+03 -0.99866E+03  0.73219E+03 -0.25210E+03 -0.39623E+03 -0.28721E+03 -0.11127E+03  0.00000E+00  0.00000E+00  0.18596E+03  0.13990E+04  0.40031E+03  46097  0.00000E+00      0.000
    5890.0000  0.31200E-01  0.14000E-01  0.31200E-01  0.14000E-01 -0.45342E-01 -0.95413E+03  0.73241E+03 -0.99820E+03  0.73240E+03 -0.25257E+03 -0.53151E+03 -0.33705E+03 -0.11349E+03  0.00000E+00  0.00000E+00  0.18481E+03  0.13990E+04  0.40077E+03  46117  0.00000E+00      0.000
    5900.0000  0.40600E-01  0.18200E-01  0.40600E-01  0.18200E-01 -0.42669E-01 -0.95404E+03  0.73256E+03 -0.99810E+03  0.73255E+03 -0.25301E+03 -0.56399E+03 -0.35285E+03 -0.11569E+03  0.00000E+00  0.00000E+00  0.18414E+03  0.13993E+04  0.40111E+03  46180  0.00000E+00      0.000
    5910.0000  0.55000E-01  0.24600E-01  0.55000E-01  0.24600E-01 -0.40038E-01 -0.95340E+03  0.73284E+03 -0.99747E+03  0.73283E+03 -0.25342E+03 -0.23755E+04 -0.44480E+03 -0.11785E+03  0.00000E+00  0.00000E+00  0.18282E+03  0.13993E+04  0.40174E+03  46200  0.00000E+00      0.000
    5920.0000  0.51800E-01  0.63800E-01  0.51800E-01  0.63800E-01 -0.37475E-01 -0.95304E+03  0.73312E+03 -0.99711E+03  0.73311E+03 -0.25381E+03 -0.58067E+04 -0.50003E+03 -0.11997E+03  0.00000E+00  0.00000E+00  0.18182E+03  0.13994E+04  0.40220E+03  46241  0.00000E+00      0.000
    5930.0000  0.29100E-01  0.13060E+00  0.29100E-01  0.13060E+00 -0.35781E-01 -0.95309E+03  0.73377E+03 -0.99716E+03  0.73376E+03 -0.25417E+03 -0.11793E+04 -0.51419E+03 -0.12251E+03  0.00000E+00  0.00000E+00  0.18088E+03  0.13997E+04  0.40248E+03  46325  0.00000E+00      0.000
    5940.0000  0.14500E-01  0.16070E+00  0.14500E-01  0.16070E+00 -0.34198E-01 -0.95295E+03  0.73518E+03 -0.99702E+03  0.73517E+03 -0.25452E+03 -0.35110E+04 -0.72173E+03 -0.12545E+03  0.00000E+00  0.00000E+00  0.17901E+03  0.13997E+04  0.40264E+03  46366  0.00000E+00      0.000
    5950.0000  0.13300E-01  0.31320E+00  0.13300E-01  0.31320E+00 -0.32557E-01 -0.96181E+03  0.73760E+03 -0.10059E+04  0.73759E+03 -0.25486E+03 -0.18122E+03 -0.26926E+03 -0.12850E+03  0.00000E+00  0.00000E+00  0.18522E+03  0.14087E+04  0.40278E+03  46533  0.00000E+00      0.000
    5960.0000  0.13800E-01  0.32580E+00  0.13800E-01  0.32580E+00 -0.30925E-01 -0.96366E+03  0.74012E+03 -0.10077E+04  0.74011E+03 -0.25517E+03 -0.17575E+03 -0.29974E+03 -0.13153E+03  0.00000E+00  0.00000E+00  0.18421E+03  0.14107E+04  0.40288E+03  46636  0.00000E+00      0.000
    5970.0000  0.35400E-01  0.49210E+00  0.35400E-01  0.49210E+00 -0.29347E-01 -0.97213E+03  0.74402E+03 -0.10162E+04  0.74401E+03 -0.25548E+03 -0.12416E+03 -0.22803E+03 -0.13446E+03  0.00000E+00  0.00000E+00  0.18863E+03  0.14194E+04  0.40312E+03  46755  0.00000E+00      0.000
    5980.0000  0.49600E-01  0.57530E+00  0.49600E-01  0.57530E+00 -0.27850E-01 -0.97184E+03  0.74834E+03 -0.10159E+04  0.74833E+03 -0.25576E+03 -0.22860E+03 -0.28808E+03 -0.13724E+03  0.00000E+00  0.00000E+00  0.18376E+03  0.14194E+04  0.40347E+03  46796  0.00000E+00      0.000
    5990.0000  0.30300E-01  0.29280E+00  0.30301E-01  0.29280E+00 -0.26450E-01 -0.98183E+03  0.75187E+03 -0.10259E+04  0.75186E+03 -0.25603E+03 -0.97220E+02 -0.24036E+03 -0.13984E+03  0.00000E+00  0.00000E+00  0.18999E+03  0.14298E+04  0.40380E+03  46917  0.00000E+00      0.000
    6000.0000 -0.28690E+01  0.40600E-01 -0.28690E+01  0.40600E-01 -0.25171E-01 -0.98374E+03  0.75505E+03 -0.10278E+04  0.75504E+03 -0.25629E+03 -0.53464E+02 -0.10471E+03 -0.14222E+03  0.00000E+00  0.00000E+00  0.18842E+03  0.14328E+04  0.40490E+03  46963  0.00000E+00      0.000
    6010.0000  0.18080E+00  0.20000E-02  0.18080E+00  0.20000E-02 -0.24036E-01 -0.98204E+03  0.75506E+03 -0.10261E+04  0.75505E+03 -0.25654E+03 -0.23810E+03 -0.22171E+03 -0.14432E+03  0.00000E+00  0.00000E+00  0.18648E+03  0.14339E+04  0.40769E+03  47005  0.00000E+00      0.000
    6020.0000  0.73800E-01  0.36000E-02  0.73801E-01  0.36000E-02 -0.23045E-01 -0.99123E+03  0.75511E+03 -0.10353E+04  0.75509E+03 -0.25677E+03 -0.94659E+02 -0.84855E+02 -0.14617E+03  0.00000E+00  0.00000E+00  0.19538E+03  0.14450E+04  0.40960E+03  47123  0.00000E+00      0.000
    6030.0000  0.21290E+00  0.17400E-01  0.21290E+00  0.17400E-01 -0.22180E-01 -0.99136E+03  0.75522E+03 -0.10354E+04  0.75521E+03 -0.25700E+03 -0.14679E+03 -0.11957E+03 -0.14777E+03  0.00000E+00  0.00000E+00  0.19518E+03  0.14470E+04  0.41146E+03  47187  0.00000E+00      0.000
    6040.0000 -0.18023E+01  0.39100E-01 -0.18023E+01  0.39100E-01 -0.21420E-01 -0.99517E+03  0.75555E+03 -0.10392E+04  0.75554E+03 -0.25721E+03 -0.59820E+02 -0.63760E+02 -0.14918E+03  0.00000E+00  0.00000E+00  0.19845E+03  0.14526E+04  0.41329E+03  47291  0.00000E+00      0.000
    6050.0000  0.21550E+00  0.29200E+00  0.21550E+00  0.29200E+00 -0.20744E-01 -0.10009E+04  0.75729E+03 -0.10450E+04  0.75728E+03 -0.25743E+03 -0.14071E+03 -0.91870E+02 -0.15044E+03  0.00000E+00  0.00000E+00  0.20228E+03  0.14606E+04  0.41556E+03  47372  0.00000E+00      0.000
    6060.0000  0.12990E+00  0.40670E+00  0.12990E+00  0.40670E+00 -0.20134E-01 -0.99996E+03  0.76049E+03 -0.10440E+04  0.76048E+03 -0.25763E+03 -0.27412E+03 -0.18005E+03 -0.15157E+03  0.00000E+00  0.00000E+00  0.19800E+03  0.14611E+04  0.41702E+03  47414  0.00000E+00      0.000
    6070.0000 -0.12570E+01  0.14190E+00 -0.12570E+01  0.14190E+00 -0.19718E-01 -0.10022E+04  0.76373E+03 -0.10462E+04  0.76372E+03 -0.25783E+03 -0.10467E+03 -0.21269E+03 -0.15281E+03  0.00000E+00  0.00000E+00  0.19680E+03  0.14642E+04  0.41785E+03  47502  0.00000E+00      0.000
    6080.0000 -0.34970E+00  0.31140E+00 -0.34970E+00  0.31140E+00 -0.19393E-01 -0.10030E+04  0.76746E+03 -0.10471E+04  0.76745E+03 -0.25802E+03 -0.25424E+03 -0.33030E+03 -0.15420E+03  0.00000E+00  0.00000E+00  0.19383E+03  0.14658E+04  0.41868E+03  47608  0.00000E+00      0.000
    6090.0000 -0.76510E+00  0.10710E+00 -0.76510E+00  0.10710E+00 -0.19053E-01 -0.10048E+04  0.77057E+03 -0.10489E+04  0.77056E+03 -0.25822E+03 -0.17118E+03 -0.41547E+03 -0.15566E+03  0.00000E+00  0.00000E+00  0.19232E+03  0.14683E+04  0.41940E+03  47702  0.00000E+00      0.000
    6100.0000  0.50400E-01  0.19870E+00  0.12386E-01  0.19870E+00 -0.18758E-01 -0.10042E+04  0.77378E+03 -0.10483E+04  0.77377E+03 -0.25841E+03 -0.10000E+06 -0.10940E+04 -0.15692E+03  0.00000E+00  0.00000E+00  0.18836E+03  0.14685E+04  0.42008E+03  47747  0.00000E+00      0.000
    6110.0000  0.65800E-01  0.23730E+00  0.93383E-03  0.23730E+00 -0.19031E-01 -0.10034E+04  0.77639E+03 -0.10483E+04  0.77638E+03 -0.25859E+03 -0.10000E+06 -0.38522E+04 -0.15575E+03  0.00000E+00  0.00000E+00  0.18554E+03  0.14685E+04  0.42011E+03  47767  0.00000E+00      0.000
    6120.0000  0.21160E+00  0.00000E+00  0.49508E-03  0.00000E+00 -0.23878E-01 -0.10029E+04  0.77808E+03 -0.10483E+04  0.77787E+03 -0.25880E+03 -0.10000E+06 -0.22307E+05 -0.14459E+03  0.00000E+00  0.00000E+00  0.18371E+03  0.14686E+04  0.42023E+03  47810  0.00000E+00      0.000
    6130.0000 -0.25860E+00  0.80000E-03 -0.25860E+00  0.78843E-03 -0.37631E-01 -0.10017E+04  0.77808E+03 -0.10485E+04  0.77787E+03 -0.25911E+03 -0.66536E+03 -0.11614E+05 -0.11987E+03  0.00000E+00  0.00000E+00  0.18366E+03  0.14690E+04  0.42036E+03  47858  0.00000E+00      0.000
    6136.0000  0.11360E+00  0.72000E-02  0.43533E-01  0.72000E-02 -0.50918E-01 -0.10020E+04  0.77811E+03 -0.10489E+04  0.77790E+03 -0.25938E+03 -0.10000E+06 -0.43244E+04 -0.10891E+03  0.00000E+00  0.00000E+00  0.18373E+03  0.14699E+04  0.42094E+03  47927  0.00000E+00      0.000
    6140.0000  0.11460E+00  0.11100E-01  0.11494E-01  0.11100E-01 -0.56912E-01 -0.10017E+04  0.77815E+03 -0.10488E+04  0.77794E+03 -0.25960E+03 -0.10000E+06 -0.67813E+04 -0.10397E+03  0.00000E+00  0.00000E+00  0.18340E+03  0.14699E+04  0.42102E+03  47936  0.00000E+00      0.000
    6150.0000  0.47100E-01  0.87000E-02  0.47100E-01  0.87000E-02 -0.65689E-01 -0.10021E+04  0.77824E+03 -0.10498E+04  0.77803E+03 -0.26022E+03 -0.56143E+03 -0.76863E+04 -0.96731E+02  0.00000E+00  0.00000E+00  0.18365E+03  0.14710E+04  0.42117E+03  48015  0.00000E+00      0.000
    6160.0000  0.50400E-01  0.14100E-01  0.12236E-01  0.14100E-01 -0.69246E-01 -0.10015E+04  0.77838E+03 -0.10493E+04  0.77817E+03 -0.26090E+03 -0.10000E+06 -0.82431E+04 -0.94701E+02  0.00000E+00  0.00000E+00  0.18235E+03  0.14710E+04  0.42164E+03  48036  0.00000E+00      0.000
    6170.0000  0.22600E-01  0.87000E-02  0.22600E-01  0.87000E-02 -0.66735E-01 -0.10089E+04  0.77857E+03 -0.10571E+04  0.77836E+03 -0.26158E+03 -0.14838E+03 -0.26772E+03 -0.95864E+02  0.00000E+00  0.00000E+00  0.18932E+03  0.14790E+04  0.42181E+03  48211  0.00000E+00      0.000
    6180.0000  0.20500E-01  0.92000E-02  0.20500E-01  0.92000E-02 -0.63642E-01 -0.10111E+04  0.77866E+03 -0.10593E+04  0.77845E+03 -0.26223E+03 -0.18022E+03 -0.15409E+03 -0.98412E+02  0.00000E+00  0.00000E+00  0.19072E+03  0.14814E+04  0.42203E+03  48298  0.00000E+00      0.000
    6190.0000  0.17400E-01  0.78000E-02  0.17400E-01  0.78000E-02 -0.60844E-01 -0.10109E+04  0.77875E+03 -0.10591E+04  0.77854E+03 -0.26285E+03 -0.22012E+03 -0.18421E+03 -0.10072E+03  0.00000E+00  0.00000E+00  0.18981E+03  0.14814E+04  0.42223E+03  48318  0.00000E+00      0.000
    6200.0000  0.30400E-01  0.13600E-01  0.30400E-01  0.13600E-01 -0.58227E-01 -0.10107E+04  0.77884E+03 -0.10589E+04  0.77863E+03 -0.26345E+03 -0.24950E+03 -0.20582E+03 -0.10287E+03  0.00000E+00  0.00000E+00  0.18895E+03  0.14814E+04  0.42242E+03  48338  0.00000E+00      0.000
    6210.0000  0.14900E-01  0.67000E-02  0.14900E-01  0.67000E-02 -0.55662E-01 -0.10105E+04  0.77895E+03 -0.10587E+04  0.77874E+03 -0.26401E+03 -0.27816E+03 -0.22976E+03 -0.10499E+03  0.00000E+00  0.00000E+00  0.18803E+03  0.14814E+04  0.42266E+03  48358  0.00000E+00      0.000
    6220.0000  0.14400E-01  0.64000E-02  0.14400E-01  0.64000E-02 -0.53084E-01 -0.10104E+04  0.77902E+03 -0.10586E+04  0.77881E+03 -0.26456E+03 -0.28875E+03 -0.24052E+03 -0.10711E+03  0.00000E+00  0.00000E+00  0.18738E+03  0.14815E+04  0.42282E+03  48399  0.00000E+00      0.000
    6230.0000  0.43600E-01  0.19600E-01  0.43600E-01  0.19600E-01 -0.50467E-01 -0.10101E+04  0.77914E+03 -0.10583E+04  0.77893E+03 -0.26507E+03 -0.35426E+03 -0.26681E+03 -0.10926E+03  0.00000E+00  0.00000E+00  0.18646E+03  0.14815E+04  0.42310E+03  48419  0.00000E+00      0.000
    6240.0000  0.29000E-01  0.13000E-01  0.29000E-01  0.13000E-01 -0.47813E-01 -0.10098E+04  0.77931E+03 -0.10580E+04  0.77910E+03 -0.26556E+03 -0.41708E+03 -0.30411E+03 -0.11145E+03  0.00000E+00  0.00000E+00  0.18543E+03  0.14815E+04  0.42347E+03  48439  0.00000E+00      0.000
    6250.0000  0.42500E-01  0.19100E-01  0.42500E-01  0.19100E-01 -0.45139E-01 -0.10093E+04  0.77950E+03 -0.10575E+04  0.77929E+03 -0.26603E+03 -0.58131E+03 -0.35218E+03 -0.11365E+03  0.00000E+00  0.00000E+00  0.18436E+03  0.14815E+04  0.42389E+03  48459  0.00000E+00      0.000
    6260.0000  0.52500E-01  0.23500E-01  0.52500E-01  0.23500E-01 -0.42471E-01 -0.10090E+04  0.77967E+03 -0.10572E+04  0.77946E+03 -0.26647E+03 -0.82852E+03 -0.40193E+03 -0.11585E+03  0.00000E+00  0.00000E+00  0.18338E+03  0.14815E+04  0.42427E+03  48479  0.00000E+00      0.000
    6270.0000  0.46700E-01  0.20900E-01  0.46700E-01  0.20900E-01 -0.39837E-01 -0.10086E+04  0.77984E+03 -0.10568E+04  0.77963E+03 -0.26688E+03 -0.13018E+04 -0.46028E+03 -0.11802E+03  0.00000E+00  0.00000E+00  0.18241E+03  0.14815E+04  0.42465E+03  48499  0.00000E+00      0.000
    6280.0000  0.80100E-01  0.35900E-01  0.30949E-01  0.35900E-01 -0.37264E-01 -0.10079E+04  0.78015E+03 -0.10562E+04  0.77994E+03 -0.26726E+03 -0.10000E+06 -0.66643E+03 -0.12014E+03  0.00000E+00  0.00000E+00  0.18115E+03  0.14815E+04  0.42522E+03  48519  0.00000E+00      0.000
    6290.0000  0.13800E-01  0.25700E-01  0.13800E-01  0.25700E-01 -0.35638E-01 -0.10074E+04  0.78052E+03 -0.10560E+04  0.78031E+03 -0.26763E+03 -0.73420E+05 -0.74206E+03 -0.12277E+03  0.00000E+00  0.00000E+00  0.18019E+03  0.14815E+04  0.42545E+03  48539  0.00000E+00      0.000
    6300.0000  0.12900E-01  0.11950E+00  0.12900E-01  0.11950E+00 -0.34028E-01 -0.10077E+04  0.78124E+03 -0.10563E+04  0.78103E+03 -0.26797E+03 -0.13202E+04 -0.61667E+03 -0.12576E+03  0.00000E+00  0.00000E+00  0.17946E+03  0.14820E+04  0.42561E+03  48615  0.00000E+00      0.000
    6310.0000 -0.79891E+01  0.17580E+00 -0.79891E+01  0.17580E+00 -0.32360E-01 -0.10156E+04  0.78295E+03 -0.10641E+04  0.78274E+03 -0.26831E+03 -0.29422E+02 -0.40947E+03 -0.12886E+03  0.00000E+00  0.00000E+00  0.18533E+03  0.14900E+04  0.42576E+03  48732  0.00000E+00      0.000
    6320.0000  0.96000E-02  0.23470E+00  0.96000E-02  0.23470E+00 -0.30707E-01 -0.10154E+04  0.78657E+03 -0.10640E+04  0.78636E+03 -0.26862E+03 -0.30644E+03 -0.40302E+03 -0.13193E+03  0.00000E+00  0.00000E+00  0.18116E+03  0.14900E+04  0.42593E+03  48786  0.00000E+00      0.000
    6330.0000 -0.79766E+01  0.38560E+00 -0.79766E+01  0.38560E+00 -0.29106E-01 -0.10233E+04  0.79121E+03 -0.10719E+04  0.79100E+03 -0.26892E+03 -0.28196E+02 -0.56039E+03 -0.13491E+03  0.00000E+00  0.00000E+00  0.18428E+03  0.14981E+04  0.42614E+03  48899  0.00000E+00      0.000
    6340.0000  0.32900E-01  0.42610E+00  0.32900E-01  0.42610E+00 -0.27587E-01 -0.10254E+04  0.79507E+03 -0.10740E+04  0.79486E+03 -0.26920E+03 -0.16253E+03 -0.62491E+03 -0.13773E+03  0.00000E+00  0.00000E+00  0.18225E+03  0.15005E+04  0.42641E+03  48992  0.00000E+00      0.000
    6350.0000 -0.42867E+01  0.14300E+00 -0.42867E+01  0.14300E+00 -0.26171E-01 -0.10379E+04  0.79934E+03 -0.10864E+04  0.79913E+03 -0.26947E+03 -0.34293E+02 -0.81964E+03 -0.14036E+03  0.00000E+00  0.00000E+00  0.19023E+03  0.15133E+04  0.42677E+03  49110  0.00000E+00      0.000
    6360.0000 -0.63470E+00  0.23220E+00 -0.63470E+00  0.23220E+00 -0.24887E-01 -0.10382E+04  0.80287E+03 -0.10868E+04  0.80266E+03 -0.26973E+03 -0.98551E+02 -0.28656E+03 -0.14274E+03  0.00000E+00  0.00000E+00  0.18684E+03  0.15140E+04  0.42715E+03  49219  0.00000E+00      0.000
    6370.0000  0.41850E+00  0.00000E+00  0.41850E+00  0.00000E+00 -0.23762E-01 -0.10387E+04  0.80458E+03 -0.10873E+04  0.80437E+03 -0.26997E+03 -0.20972E+03 -0.15565E+03 -0.14483E+03  0.00000E+00  0.00000E+00  0.18532E+03  0.15167E+04  0.42932E+03  49289  0.00000E+00      0.000
    6380.0000  0.46000E-01  0.34000E-02  0.46000E-01  0.34000E-02 -0.22783E-01 -0.10363E+04  0.80461E+03 -0.10848E+04  0.80440E+03 -0.27020E+03 -0.86322E+03 -0.53780E+03 -0.14665E+03  0.00000E+00  0.00000E+00  0.18264E+03  0.15175E+04  0.43255E+03  49334  0.00000E+00      0.000
    6390.0000  0.20650E+00  0.10800E-01  0.20650E+00  0.10800E-01 -0.21930E-01 -0.10426E+04  0.80467E+03 -0.10911E+04  0.80446E+03 -0.27042E+03 -0.16512E+03 -0.13927E+03 -0.14824E+03  0.00000E+00  0.00000E+00  0.18864E+03  0.15255E+04  0.43426E+03  49423  0.00000E+00      0.000
    6400.0000  0.23520E+00  0.35200E-01  0.23520E+00  0.35200E-01 -0.21177E-01 -0.10467E+04  0.80480E+03 -0.10952E+04  0.80459E+03 -0.27064E+03 -0.11462E+03 -0.91993E+02 -0.14963E+03  0.00000E+00  0.00000E+00  0.19243E+03  0.15311E+04  0.43581E+03  49546  0.00000E+00      0.000
    6410.0000  0.80400E-01  0.49900E-01  0.80401E-01  0.49900E-01 -0.20505E-01 -0.10514E+04  0.80529E+03 -0.11000E+04  0.80508E+03 -0.27085E+03 -0.82084E+02 -0.59854E+02 -0.15088E+03  0.00000E+00  0.00000E+00  0.19648E+03  0.15376E+04  0.43751E+03  49633  0.00000E+00      0.000
    6420.0000 -0.95730E+00  0.10820E+00 -0.95730E+00  0.10820E+00 -0.19898E-01 -0.10523E+04  0.80701E+03 -0.11009E+04  0.80680E+03 -0.27105E+03 -0.84974E+02 -0.85289E+02 -0.15204E+03  0.00000E+00  0.00000E+00  0.19559E+03  0.15398E+04  0.43889E+03  49717  0.00000E+00      0.000
    6430.0000 -0.18797E+01  0.28500E+00 -0.18797E+01  0.28500E+00 -0.19574E-01 -0.10556E+04  0.80863E+03 -0.11042E+04  0.80842E+03 -0.27125E+03 -0.62587E+02 -0.73408E+02 -0.15342E+03  0.00000E+00  0.00000E+00  0.19710E+03  0.15437E+04  0.43942E+03  49881  0.00000E+00      0.000
    6440.0000  0.86000E-01  0.38370E+00  0.86000E-01  0.38370E+00 -0.19230E-01 -0.10614E+04  0.81120E+03 -0.11099E+04  0.81099E+03 -0.27144E+03 -0.10670E+03 -0.62709E+02 -0.15490E+03  0.00000E+00  0.00000E+00  0.20014E+03  0.15500E+04  0.44002E+03  50043  0.00000E+00      0.000
    6450.0000  0.75800E-01  0.32790E+00  0.75800E-01  0.32790E+00 -0.18866E-01 -0.10621E+04  0.81446E+03 -0.11107E+04  0.81425E+03 -0.27163E+03 -0.17673E+03 -0.11365E+03 -0.15646E+03  0.00000E+00  0.00000E+00  0.19744E+03  0.15515E+04  0.44076E+03  50127  0.00000E+00      0.000
    6460.0000 -0.30600E+00  0.31760E+00 -0.30600E+00  0.31760E+00 -0.18497E-01 -0.10622E+04  0.81737E+03 -0.11108E+04  0.81716E+03 -0.27182E+03 -0.18929E+03 -0.17299E+03 -0.15804E+03  0.00000E+00  0.00000E+00  0.19446E+03  0.15523E+04  0.44143E+03  50189  0.00000E+00      0.000
    6470.0000 -0.60748E+01  0.12940E+00 -0.60748E+01  0.12940E+00 -0.18119E-01 -0.10694E+04  0.81975E+03 -0.11179E+04  0.81954E+03 -0.27200E+03 -0.33187E+02 -0.11706E+03 -0.15965E+03  0.00000E+00  0.00000E+00  0.19903E+03  0.15600E+04  0.44203E+03  50299  0.00000E+00      0.000
    6480.0000  0.46000E-01  0.16600E+00  0.46001E-01  0.16600E+00 -0.17744E-01 -0.10714E+04  0.82150E+03 -0.11200E+04  0.82129E+03 -0.27218E+03 -0.14331E+03 -0.93882E+02 -0.16126E+03  0.00000E+00  0.00000E+00  0.19914E+03  0.15626E+04  0.44252E+03  50349  0.00000E+00      0.000
    6490.0000  0.84400E-01  0.00000E+00  0.84400E-01  0.00000E+00 -0.17313E-01 -0.10717E+04  0.82198E+03 -0.11202E+04  0.82177E+03 -0.27236E+03 -0.16223E+03 -0.15538E+03 -0.16310E+03  0.00000E+00  0.00000E+00  0.19864E+03  0.15635E+04  0.44319E+03  50391  0.00000E+00      0.000
    6500.0000  0.11280E+00  0.53000E-02  0.11280E+00  0.53000E-02 -0.17020E-01 -0.10704E+04  0.82200E+03 -0.11189E+04  0.82179E+03 -0.27253E+03 -0.23947E+03 -0.20738E+03 -0.16435E+03  0.00000E+00  0.00000E+00  0.19715E+03  0.15635E+04  0.44449E+03  50411  0.00000E+00      0.000
    6510.0000  0.12160E+00  0.16000E-01  0.12160E+00  0.16000E-01 -0.17007E-01 -0.10695E+04  0.82208E+03 -0.11181E+04  0.82187E+03 -0.27270E+03 -0.31085E+03 -0.23887E+03 -0.16441E+03  0.00000E+00  0.00000E+00  0.19605E+03  0.15635E+04  0.44535E+03  50431  0.00000E+00      0.000
    6520.0000  0.98700E-01  0.21900E-01  0.98700E-01  0.21900E-01 -0.17840E-01 -0.10686E+04  0.82225E+03 -0.11171E+04  0.82204E+03 -0.27287E+03 -0.50438E+03 -0.29861E+03 -0.16085E+03  0.00000E+00  0.00000E+00  0.19477E+03  0.15635E+04  0.44629E+03  50451  0.00000E+00      0.000
    6530.0000  0.50600E-01  0.16200E-01  0.50600E-01  0.16200E-01 -0.20823E-01 -0.10676E+04  0.82252E+03 -0.11161E+04  0.82231E+03 -0.27306E+03 -0.11933E+04 -0.39910E+03 -0.15032E+03  0.00000E+00  0.00000E+00  0.19330E+03  0.15635E+04  0.44729E+03  50471  0.00000E+00      0.000
    6540.0000  0.61300E-01  0.26100E-01  0.61300E-01  0.26100E-01 -0.28737E-01 -0.10749E+04  0.82277E+03 -0.11234E+04  0.82256E+03 -0.27331E+03 -0.13132E+03 -0.98092E+02 -0.13562E+03  0.00000E+00  0.00000E+00  0.20014E+03  0.15715E+04  0.44796E+03  50577  0.00000E+00      0.000
    6550.0000  0.20700E-01  0.93000E-02  0.20700E-01  0.93000E-02 -0.37205E-01 -0.10745E+04  0.82294E+03 -0.11231E+04  0.82273E+03 -0.27364E+03 -0.15998E+03 -0.12402E+03 -0.12021E+03  0.00000E+00  0.00000E+00  0.19925E+03  0.15715E+04  0.44834E+03  50597  0.00000E+00      0.000
