 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 



                                   Node(51)                         Node(101)                         Node(151)                         Node(201)                         Node(251)                         Node(301)                         Node(351)                         Node(401)

         time           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux
         4830.00      -215.510  0.2918  2.000e-03      -221.900  0.3525 -1.890e-02      -319.340  0.3049 -2.210e-02      -236.340  0.2948 -2.380e-02      -171.240  0.2124 -2.410e-02      -117.280 0.07980 -2.280e-02      -121.950  0.1302 -2.120e-02      -149.940  0.2667 -2.100e-02
         4840.00      -240.040  0.2891  6.220e-03      -230.730  0.3511 -1.720e-02      -320.890  0.3047 -2.060e-02      -237.010  0.2946 -2.280e-02      -171.120  0.2125 -2.380e-02      -116.970 0.07990 -2.320e-02      -121.390  0.1304 -2.170e-02      -150.070  0.2667 -2.090e-02
         4850.00      -280.900  0.2854  7.680e-03      -240.510  0.3496 -1.540e-02      -322.660  0.3044 -1.910e-02      -237.930  0.2943 -2.180e-02      -171.180  0.2124 -2.340e-02      -116.780 0.08000 -2.340e-02      -120.730  0.1307 -2.220e-02      -150.060  0.2667 -2.090e-02
         4860.00      -337.730  0.2808 -6.550e-03      -251.880  0.3481 -1.360e-02      -324.650  0.3041 -1.760e-02      -239.070  0.2940 -2.070e-02      -171.420  0.2123 -2.280e-02      -116.710 0.08000 -2.340e-02      -120.080  0.1310 -2.260e-02      -149.910  0.2667 -2.100e-02
         4870.00      -416.740  0.2754 -3.940e-03      -264.900  0.3465 -1.160e-02      -326.880  0.3038 -1.600e-02      -240.410  0.2936 -1.950e-02      -171.810  0.2122 -2.220e-02      -116.750 0.08000 -2.330e-02      -119.620  0.1312 -2.290e-02      -149.600  0.2669 -2.120e-02
         4880.00      -275.250  0.2859 -6.140e-02      -282.390  0.3443 -8.840e-03      -329.380  0.3034 -1.440e-02      -241.950  0.2931 -1.830e-02      -172.340  0.2120 -2.150e-02      -116.910 0.07990 -2.300e-02      -119.330  0.1314 -2.310e-02      -149.190  0.2670 -2.140e-02
         4890.00      -341.320  0.2805 -3.720e-02      -310.030  0.3410 -5.520e-03      -332.300  0.3029 -1.240e-02      -243.730  0.2927 -1.700e-02      -173.000  0.2117 -2.060e-02      -117.160 0.07980 -2.260e-02      -119.180  0.1315 -2.310e-02      -148.710  0.2672 -2.170e-02
         4900.00      -116.560  0.3050 -1.250e-01      -343.620  0.3378 -2.730e-03      -335.790  0.3024 -1.010e-02      -245.800  0.2922 -1.550e-02      -173.780  0.2114 -1.970e-02      -117.490 0.07970 -2.210e-02      -119.160  0.1315 -2.290e-02      -148.220  0.2674 -2.190e-02
         4910.00      -145.360  0.3006 -4.220e-02      -366.520  0.3356 -2.520e-03      -339.640  0.3018 -8.010e-03      -248.210  0.2917 -1.380e-02      -174.710  0.2110 -1.870e-02      -117.910 0.07960 -2.150e-02      -119.250  0.1314 -2.270e-02      -147.790  0.2676 -2.220e-02
         4920.00      -165.750  0.2978 -1.870e-02      -360.210  0.3362 -5.380e-03      -343.290  0.3012 -6.730e-03      -250.830  0.2911 -1.240e-02      -175.790  0.2106 -1.750e-02      -118.420 0.07940 -2.080e-02      -119.460  0.1313 -2.230e-02      -147.450  0.2677 -2.240e-02
         4930.00      -82.2700  0.3111 -1.280e-01      -328.860  0.3392 -9.520e-03      -346.000  0.3008 -6.880e-03      -253.360  0.2905 -1.140e-02      -176.980  0.2101 -1.640e-02      -119.010 0.07920 -1.990e-02      -119.770  0.1312 -2.180e-02      -147.250  0.2678 -2.250e-02
         4940.00      -104.000  0.3072 -4.910e-02      -245.850  0.3489 -2.700e-02      -346.970  0.3006 -9.100e-03      -255.420  0.2900 -1.130e-02      -178.200  0.2097 -1.530e-02      -119.670 0.07890 -1.900e-02      -120.250  0.1309 -2.120e-02      -147.210  0.2678 -2.250e-02
         4950.00      -106.820  0.3067 -4.950e-02      -180.480  0.3595 -3.880e-02      -342.570  0.3013 -1.820e-02      -256.140  0.2898 -1.320e-02      -179.330  0.2092 -1.470e-02      -120.350 0.07870 -1.810e-02      -121.090  0.1305 -2.070e-02      -147.340  0.2677 -2.240e-02
         4960.00      -128.570  0.3031 -1.500e-02      -158.470  0.3639 -4.290e-02      -333.260  0.3028 -2.910e-02      -253.970  0.2903 -1.820e-02      -180.100  0.2089 -1.490e-02      -120.990 0.07850 -1.770e-02      -122.070  0.1302 -2.000e-02      -147.640  0.2676 -2.230e-02
         4970.00      -152.300  0.2995  1.570e-03      -157.290  0.3641 -4.000e-02      -324.650  0.3041 -3.500e-02      -249.480  0.2914 -2.350e-02      -180.130  0.2089 -1.630e-02      -121.660 0.07840 -1.740e-02      -123.100  0.1298 -1.950e-02      -148.090  0.2675 -2.200e-02
         4980.00      -64.1400  0.3148 -1.600e-01      -159.460  0.3637 -4.300e-02      -319.480  0.3049 -3.540e-02      -244.690  0.2925 -2.670e-02      -179.300  0.2092 -1.860e-02      -122.190 0.07830 -1.740e-02      -124.010  0.1295 -1.910e-02      -148.680  0.2672 -2.170e-02
         4990.00      -82.1100  0.3112 -1.010e-01      -102.570  0.3785 -8.850e-02      -309.320  0.3065 -5.210e-02      -240.220  0.2937 -3.090e-02      -177.880  0.2098 -2.090e-02      -122.350 0.07820 -1.760e-02      -124.820  0.1292 -1.870e-02      -149.380  0.2670 -2.130e-02
         5000.00      -94.5400  0.3088 -4.230e-02      -94.6000  0.3810 -9.150e-02      -290.470  0.3100 -7.490e-02      -230.670  0.2965 -4.460e-02      -175.720  0.2106 -2.420e-02      -122.040 0.07830 -1.800e-02      -125.500  0.1290 -1.850e-02      -150.120  0.2667 -2.090e-02
         5010.00      -125.930  0.3035 -3.460e-03      -104.420  0.3779 -7.320e-02      -279.000  0.3123 -7.640e-02      -218.800  0.3000 -5.410e-02      -171.730  0.2122 -3.050e-02      -121.130 0.07850 -1.890e-02      -126.020  0.1288 -1.840e-02      -150.880  0.2664 -2.050e-02
         5020.00      -133.950  0.3023 -1.960e-02      -123.130  0.3723 -5.450e-02      -276.320  0.3128 -6.470e-02      -210.590  0.3025 -5.580e-02      -166.460  0.2143 -3.760e-02      -118.960 0.07920 -2.170e-02      -126.330  0.1287 -1.840e-02      -151.610  0.2661 -2.010e-02
         5030.00      -130.370  0.3028 -2.810e-02      -139.730  0.3682 -4.450e-02      -279.110  0.3122 -5.280e-02      -208.120  0.3032 -5.190e-02      -162.120  0.2160 -4.190e-02      -116.490 0.08010 -2.550e-02      -126.860  0.1285 -1.840e-02      -153.070  0.2656 -1.970e-02
         5040.00      -137.720  0.3017 -1.780e-02      -150.280  0.3656 -3.980e-02      -281.620  0.3118 -4.600e-02      -207.510  0.3034 -4.810e-02      -158.760  0.2173 -4.380e-02      -113.300 0.08120 -3.010e-02      -125.930  0.1288 -1.970e-02      -153.980  0.2653 -1.940e-02
         5050.00      -149.390  0.3000 -9.500e-03      -158.930  0.3638 -3.600e-02      -284.160  0.3113 -4.150e-02      -208.010  0.3032 -4.470e-02      -156.740  0.2181 -4.370e-02      -110.500 0.08220 -3.380e-02      -123.320  0.1297 -2.240e-02      -154.710  0.2651 -1.930e-02
         5060.00      -161.760  0.2983 -6.400e-03      -167.870  0.3620 -3.240e-02      -286.720  0.3108 -3.800e-02      -209.050  0.3029 -4.190e-02      -155.650  0.2185 -4.280e-02      -108.340 0.08290 -3.640e-02      -119.120  0.1315 -2.660e-02      -154.970  0.2650 -1.920e-02
         5070.00      -173.120  0.2968 -3.370e-03      -177.480  0.3601 -2.890e-02      -289.480  0.3102 -3.460e-02      -210.440  0.3025 -3.930e-02      -155.190  0.2187 -4.150e-02      -106.850 0.08340 -3.800e-02      -115.870  0.1334 -3.100e-02      -154.230  0.2653 -1.940e-02
         5080.00      -98.2600  0.3081 -1.510e-01      -187.720  0.3581 -2.580e-02      -292.460  0.3096 -3.150e-02      -212.140  0.3020 -3.670e-02      -155.200  0.2187 -4.000e-02      -105.930 0.08380 -3.880e-02      -113.540  0.1347 -3.400e-02      -151.910  0.2660 -2.000e-02
         5090.00      -94.1400  0.3089 -8.060e-02      -182.220  0.3592 -3.230e-02      -295.410  0.3091 -2.930e-02      -214.100  0.3014 -3.440e-02      -155.580  0.2186 -3.840e-02      -105.480 0.08390 -3.900e-02      -111.880  0.1357 -3.610e-02      -148.440  0.2673 -2.180e-02
         5100.00      -103.240  0.3073 -5.460e-02      -151.500  0.3653 -4.650e-02      -295.370  0.3091 -3.430e-02      -215.680  0.3009 -3.400e-02      -156.220  0.2183 -3.690e-02      -105.410 0.08390 -3.880e-02      -110.730  0.1363 -3.730e-02      -143.890  0.2691 -2.430e-02
         5110.00      -108.640  0.3064 -4.380e-02      -138.100  0.3686 -5.070e-02      -291.370  0.3098 -4.280e-02      -215.310  0.3011 -3.730e-02      -156.790  0.2181 -3.630e-02      -105.620 0.08390 -3.820e-02      -110.010  0.1367 -3.790e-02      -138.920  0.2710 -2.700e-02
         5120.00      -117.540  0.3048 -3.240e-02      -136.180  0.3691 -5.000e-02      -287.430  0.3106 -4.710e-02      -213.340  0.3016 -4.090e-02      -156.840  0.2181 -3.720e-02      -105.910 0.08380 -3.780e-02      -109.630  0.1369 -3.810e-02      -134.230  0.2729 -2.950e-02
         5130.00      -126.760  0.3034 -2.400e-02      -139.810  0.3682 -4.670e-02      -285.130  0.3111 -4.740e-02      -211.230  0.3023 -4.310e-02      -156.360  0.2183 -3.890e-02      -106.070 0.08370 -3.770e-02      -109.500  0.1370 -3.800e-02      -130.250  0.2744 -3.160e-02
         5140.00      -135.740  0.3020 -1.790e-02      -146.460  0.3665 -4.240e-02      -284.510  0.3112 -4.530e-02      -209.780  0.3027 -4.370e-02      -155.620  0.2186 -4.050e-02      -105.950 0.08380 -3.800e-02      -109.470  0.1370 -3.780e-02      -127.120  0.2757 -3.330e-02
         5150.00      -144.490  0.3007 -1.380e-02      -154.950  0.3646 -3.780e-02      -285.230  0.3111 -4.220e-02      -209.220  0.3029 -4.290e-02      -154.930  0.2188 -4.140e-02      -105.600 0.08390 -3.870e-02      -109.420  0.1371 -3.780e-02      -124.790  0.2766 -3.460e-02
         5160.00      -154.680  0.2992 -9.830e-03      -164.140  0.3628 -3.390e-02      -286.860  0.3107 -3.890e-02      -209.480  0.3028 -4.120e-02      -154.460  0.2190 -4.150e-02      -105.140 0.08400 -3.940e-02      -109.270  0.1371 -3.810e-02      -123.100  0.2772 -3.550e-02
         5170.00      -164.070  0.2980 -7.780e-03      -173.230  0.3609 -3.050e-02      -289.030  0.3103 -3.570e-02      -210.350  0.3025 -3.920e-02      -154.300  0.2191 -4.100e-02      -104.730 0.08420 -3.990e-02      -109.020  0.1373 -3.860e-02      -121.840  0.2777 -3.610e-02
         5180.00      -172.660  0.2969 -6.110e-03      -182.470  0.3591 -2.740e-02      -291.590  0.3098 -3.270e-02      -211.690  0.3021 -3.710e-02      -154.460  0.2190 -4.000e-02      -104.480 0.08430 -4.010e-02      -108.720  0.1375 -3.910e-02      -120.820  0.2781 -3.670e-02
         5190.00      -182.570  0.2956 -3.440e-03      -192.020  0.3572 -2.470e-02      -294.390  0.3093 -2.990e-02      -213.380  0.3016 -3.500e-02      -154.890  0.2188 -3.870e-02      -104.420 0.08430 -4.000e-02      -108.430  0.1376 -3.950e-02      -120.020  0.2785 -3.740e-02
         5200.00      -198.380  0.2937  1.230e-03      -201.720  0.3557 -2.230e-02      -297.360  0.3087 -2.740e-02      -215.320  0.3011 -3.290e-02      -155.570  0.2186 -3.730e-02      -104.570 0.08420 -3.960e-02      -108.230  0.1377 -3.980e-02      -119.440  0.2788 -3.810e-02
         5210.00      -231.420  0.2901  6.340e-03      -211.240  0.3542 -2.010e-02      -300.400  0.3081 -2.520e-02      -217.450  0.3004 -3.090e-02      -156.450  0.2182 -3.570e-02      -104.930 0.08410 -3.900e-02      -108.150  0.1378 -3.970e-02      -118.990  0.2790 -3.870e-02
         5220.00      -273.420  0.2861 -6.680e-03      -221.630  0.3526 -1.780e-02      -303.510  0.3075 -2.310e-02      -219.700  0.2998 -2.900e-02      -157.480  0.2178 -3.410e-02      -105.450 0.08390 -3.810e-02      -108.210  0.1377 -3.950e-02      -118.660  0.2792 -3.910e-02
         5230.00      -304.040  0.2833 -1.580e-02      -234.680  0.3505 -1.510e-02      -306.770  0.3069 -2.100e-02      -222.060  0.2991 -2.710e-02      -158.650  0.2174 -3.260e-02      -106.130 0.08370 -3.710e-02      -108.420  0.1376 -3.890e-02      -118.470  0.2793 -3.930e-02
         5240.00      -339.980  0.2806 -7.050e-02      -252.230  0.3481 -1.210e-02      -310.290  0.3063 -1.870e-02      -224.570  0.2983 -2.520e-02      -159.910  0.2169 -3.100e-02      -106.920 0.08340 -3.590e-02      -108.770  0.1374 -3.820e-02      -118.430  0.2793 -3.930e-02
         5250.00      -192.700  0.2943 -8.370e-02      -274.600  0.3453 -8.590e-03      -314.150  0.3057 -1.630e-02      -227.270  0.2975 -2.320e-02      -161.290  0.2163 -2.940e-02      -107.800 0.08310 -3.460e-02      -109.230  0.1372 -3.730e-02      -118.570  0.2792 -3.920e-02
         5260.00      -62.4000  0.3152 -2.340e-01      -305.360  0.3415 -5.180e-03      -318.440  0.3051 -1.360e-02      -230.190  0.2966 -2.110e-02      -162.760  0.2157 -2.770e-02      -108.760 0.08280 -3.330e-02      -109.800  0.1368 -3.630e-02      -118.870  0.2791 -3.880e-02
         5270.00      -89.5300  0.3097 -8.780e-02      -278.820  0.3448 -1.840e-02      -323.010  0.3044 -1.130e-02      -233.390  0.2957 -1.890e-02      -164.350  0.2151 -2.600e-02      -109.780 0.08240 -3.180e-02      -110.460  0.1365 -3.520e-02      -119.340  0.2789 -3.820e-02
         5280.00      -112.550  0.3057 -2.910e-02      -181.310  0.3593 -4.100e-02      -323.610  0.3043 -1.730e-02      -236.290  0.2948 -1.840e-02      -166.050  0.2145 -2.430e-02      -110.870 0.08200 -3.040e-02      -111.190  0.1360 -3.390e-02      -119.950  0.2785 -3.750e-02
         5290.00      -80.1600  0.3116 -1.640e-01      -155.470  0.3645 -4.320e-02      -316.480  0.3054 -3.080e-02      -236.440  0.2948 -2.300e-02      -167.580  0.2138 -2.330e-02      -112.010 0.08160 -2.880e-02      -112.000  0.1356 -3.260e-02      -120.750  0.2782 -3.670e-02
         5300.00      -78.1100  0.3119 -1.140e-01      -130.370  0.3705 -6.310e-02      -308.840  0.3066 -3.990e-02      -233.580  0.2956 -2.860e-02      -168.340  0.2135 -2.410e-02      -113.090 0.08120 -2.740e-02      -112.860  0.1351 -3.120e-02      -121.970  0.2777 -3.610e-02
         5310.00      -88.4700  0.3100 -8.770e-02      -106.230  0.3773 -7.910e-02      -296.390  0.3089 -5.850e-02      -228.360  0.2972 -3.690e-02      -168.090  0.2136 -2.630e-02      -113.900 0.08100 -2.660e-02      -113.750  0.1346 -2.980e-02      -123.500  0.2771 -3.520e-02
         5320.00      -86.9400  0.3103 -6.500e-02      -98.4900  0.3797 -8.800e-02      -283.550  0.3114 -7.040e-02      -219.870  0.2997 -4.730e-02      -166.500  0.2143 -3.050e-02      -114.210 0.08090 -2.650e-02      -114.600  0.1341 -2.850e-02      -125.280  0.2764 -3.430e-02
         5330.00      -91.4900  0.3094 -5.050e-02      -95.4100  0.3807 -8.860e-02      -272.280  0.3136 -7.900e-02      -210.590  0.3025 -5.690e-02      -163.390  0.2155 -3.670e-02      -113.800 0.08100 -2.760e-02      -115.280  0.1337 -2.760e-02      -127.230  0.2756 -3.320e-02
         5340.00      -119.770  0.3044 -4.490e-03      -102.650  0.3784 -7.510e-02      -265.230  0.3150 -7.880e-02      -202.670  0.3048 -6.430e-02      -159.100  0.2172 -4.420e-02      -112.450 0.08150 -3.010e-02      -115.650  0.1335 -2.740e-02      -129.230  0.2748 -3.220e-02
         5350.00      -144.700  0.3007  6.040e-03      -119.280  0.3733 -5.670e-02      -264.560  0.3151 -6.830e-02      -197.720  0.3063 -6.420e-02      -154.610  0.2190 -5.100e-02      -110.130 0.08230 -3.400e-02      -115.500  0.1336 -2.810e-02      -131.150  0.2741 -3.110e-02
         5360.00      -155.760  0.2991 -8.140e-03      -137.950  0.3686 -4.380e-02      -267.880  0.3144 -5.600e-02      -196.310  0.3067 -5.920e-02      -151.210  0.2204 -5.430e-02      -107.170 0.08330 -3.860e-02      -114.660  0.1341 -3.010e-02      -132.760  0.2735 -3.030e-02
         5369.00      -166.540  0.2977 -7.860e-03      -153.980  0.3648 -3.610e-02      -272.060  0.3136 -4.720e-02      -197.170  0.3064 -5.380e-02      -149.310  0.2214 -5.420e-02      -104.510 0.08430 -4.240e-02      -113.270  0.1349 -3.300e-02      -133.710  0.2731 -2.980e-02
         5370.00      -162.420  0.2982 -2.300e-02      -155.630  0.3644 -3.550e-02      -272.550  0.3135 -4.640e-02      -197.340  0.3064 -5.320e-02      -149.160  0.2215 -5.400e-02      -104.240 0.08440 -4.280e-02      -113.090  0.1350 -3.340e-02      -133.770  0.2731 -2.970e-02
         5380.00      -100.860  0.3077 -8.340e-02      -168.200  0.3619 -3.200e-02      -277.550  0.3126 -3.950e-02      -199.670  0.3057 -4.760e-02      -148.290  0.2219 -5.180e-02      -101.930 0.08520 -4.560e-02      -111.060  0.1361 -3.720e-02      -133.800  0.2731 -2.970e-02
         5390.00      -111.790  0.3058 -4.440e-02      -159.690  0.3636 -3.970e-02      -282.730  0.3115 -3.560e-02      -203.210  0.3046 -4.260e-02      -148.810  0.2217 -4.790e-02      -101.080 0.08550 -4.620e-02      -109.450  0.1370 -3.980e-02      -133.040  0.2733 -3.010e-02
         5400.00      -124.400  0.3037 -2.650e-02      -149.910  0.3657 -4.280e-02      -283.200  0.3114 -4.000e-02      -205.260  0.3040 -4.190e-02      -149.410  0.2214 -4.550e-02      -100.280 0.08570 -4.660e-02      -107.760  0.1380 -4.250e-02      -130.540  0.2743 -3.150e-02
         5410.00      -100.930  0.3077 -7.130e-02      -148.630  0.3660 -4.290e-02      -282.870  0.3115 -4.210e-02      -205.950  0.3038 -4.260e-02      -150.000  0.2210 -4.420e-02      -100.170 0.08580 -4.610e-02      -106.450  0.1387 -4.420e-02      -126.930  0.2757 -3.340e-02
         5420.00      -101.780  0.3075 -6.670e-02      -140.890  0.3679 -4.860e-02      -282.370  0.3116 -4.400e-02      -206.160  0.3038 -4.310e-02      -150.420  0.2208 -4.380e-02      -100.350 0.08570 -4.560e-02      -105.630  0.1392 -4.500e-02      -122.800  0.2774 -3.560e-02
         5430.00      -106.250  0.3068 -4.680e-02      -134.350  0.3695 -5.220e-02      -280.600  0.3120 -4.760e-02      -205.750  0.3039 -4.480e-02      -150.670  0.2207 -4.390e-02      -100.600 0.08560 -4.510e-02      -105.190  0.1395 -4.520e-02      -119.160  0.2789 -3.850e-02
         5440.00      -47.0000  0.3186 -5.540e-01      -132.670  0.3700 -5.180e-02      -278.490  0.3124 -5.030e-02      -204.720  0.3042 -4.690e-02      -150.640  0.2207 -4.460e-02      -100.810 0.08560 -4.480e-02      -105.010  0.1396 -4.510e-02      -116.970  0.2801 -4.110e-02
         5450.00      -60.9900  0.3155 -1.560e-01      -69.8100  0.3907 -1.610e-01      -270.250  0.3140 -7.680e-02      -203.020  0.3047 -5.170e-02      -150.340  0.2209 -4.580e-02      -100.890 0.08550 -4.480e-02      -104.960  0.1396 -4.500e-02      -115.670  0.2807 -4.270e-02
         5460.00      -75.3400  0.3125 -9.440e-02      -65.7100  0.3925 -1.450e-01      -239.660  0.3201 -1.380e-01      -190.180  0.3086 -8.990e-02      -148.720  0.2217 -5.260e-02      -100.740 0.08560 -4.520e-02      -104.950  0.1396 -4.490e-02      -114.910  0.2811 -4.360e-02
         5470.00      -86.7700  0.3103 -6.320e-02      -77.2900  0.3874 -1.140e-01      -232.740  0.3218 -1.230e-01      -176.190  0.3137 -1.030e-01      -143.030  0.2247 -7.080e-02      -99.5900 0.08600 -4.810e-02      -104.890  0.1396 -4.500e-02      -114.480  0.2813 -4.410e-02
         5480.00      -97.5800  0.3083 -4.500e-02      -89.4000  0.3829 -9.040e-02      -233.520  0.3216 -1.030e-01      -170.530  0.3158 -1.000e-01      -136.610  0.2281 -8.400e-02      -96.0300 0.08720 -5.580e-02      -104.450  0.1399 -4.630e-02      -114.220  0.2815 -4.450e-02
         5490.00      -107.920  0.3065 -3.280e-02      -101.890  0.3787 -7.380e-02      -237.530  0.3206 -8.590e-02      -170.150  0.3159 -9.240e-02      -132.620  0.2302 -8.920e-02      -91.6500 0.08950 -7.250e-02      -102.840  0.1408 -5.080e-02      -113.930  0.2816 -4.480e-02
         5500.00      -118.800  0.3046 -2.300e-02      -113.670  0.3751 -6.130e-02      -242.630  0.3194 -7.340e-02      -172.200  0.3152 -8.350e-02      -131.300  0.2309 -8.810e-02      -89.4100 0.09080 -8.180e-02      -98.0800  0.1435 -6.340e-02      -113.120  0.2820 -4.580e-02
         5510.00      -128.810  0.3031 -1.830e-02      -126.360  0.3715 -5.160e-02      -248.300  0.3183 -6.330e-02      -175.450  0.3140 -7.510e-02      -131.670  0.2307 -8.370e-02      -88.5500 0.09120 -8.470e-02      -92.9900  0.1472 -7.770e-02      -110.540  0.2833 -4.890e-02
